x,y,Region
7.026003783755814,7.907068154314634,Blue
6.470686333524088,10.440338333179238,Blue
8.251334695530012,3.285684887167435,Blue
4.858215003877776,5.96494483048637,Blue
6.553074429348298,6.428000988184184,Blue
7.94647524914709,4.854342174686255,Blue
5.30641256386319,1.9703055506282707,Blue
6.106970095865957,6.712797588646945,Blue
7.4281874882604075,2.508522442576024,Blue
7.346361851702364,5.770634759457674,Blue
5.232285127597734,5.307450211891056,Blue
7.116417436892,2.714059404338754,Blue
7.715574720696567,6.121569052736469,Blue
9.166102486350553,7.1076041040698055,Blue
4.244661264085818,3.124349920169754,Blue
8.03007053441732,6.027571901824418,Blue
8.030095372612095,12.705462981309442,Blue
8.141781021386334,7.271131280361198,Blue
8.908003526986406,6.302782502611596,Blue
6.369461510719309,6.517938440986535,Blue
5.454349570924856,4.526362786519982,Blue
6.029272904341793,5.163748278772645,Blue
11.629317133347017,1.2654696148165039,Blue
8.372520380749027,1.7745682576206967,Blue
6.056136268421133,7.177901193934732,Blue
7.128560038190925,2.8445104441413878,Blue
5.569392581480064,6.359195497869352,Blue
5.539266736565727,5.43291717916395,Blue
7.091143679807628,3.6967993047883656,Blue
11.28788817865065,6.267838044636022,Blue
2.9497148266847857,5.3729086295388555,Blue
5.676427070463224,6.704866669592448,Blue
5.414958523134599,4.770527117066202,Blue
8.009974557960915,6.731510388340243,Blue
4.599407185888447,4.330997528318103,Blue
6.050109377678088,3.693341534852576,Blue
10.530908480562193,5.809963421921911,Blue
4.478232091329909,6.835723894109552,Blue
11.244312394025266,7.064930521102294,Blue
3.961260068091973,4.031531854267497,Blue
9.533822298373245,3.5846610687624385,Blue
7.887638856292456,6.5492681068586736,Blue
5.146139056843834,4.8809492878764,Blue
0.5174653198618548,2.9512247173314203,Blue
6.494863697213679,2.504433636070301,Blue
10.26482260786327,2.1397172440787346,Blue
6.119911026606032,5.2614811545721825,Blue
9.882546578132231,2.1282756976411212,Blue
9.32632750430992,5.020466122039174,Blue
5.036982697904098,5.924206948526542,Blue
7.39811939114694,3.799566245682411,Blue
7.139604169980037,4.22937280627648,Blue
5.727034690502496,9.324261349042093,Yellow
8.672033632290704,5.524369002346302,Yellow
9.766066749312532,4.095824400954996,Yellow
5.1964298099288335,9.176634412969154,Yellow
6.061983735470065,6.754600960358813,Yellow
5.0837554992854495,7.013998130682334,Yellow
4.321270486111577,9.69920419404205,Yellow
6.214030971930095,6.614180809478691,Yellow
7.299199750866501,8.614599041753218,Yellow
7.12572423767792,9.259257683847224,Yellow
3.8420099781558554,6.879637919606061,Yellow
6.994587210246523,9.22074053086693,Yellow
5.458196812071704,8.234654766617563,Yellow
8.055329791576849,6.81685722232834,Yellow
6.594194762340075,7.595614695132212,Yellow
5.06463759354556,10.19755370397438,Yellow
7.1508326979760595,9.627019272001277,Yellow
8.110957614308658,8.042007683265519,Yellow
6.863905942589928,7.379466486813088,Yellow
6.148332704976884,7.739713891264631,Yellow
5.693991929985437,9.190314050873827,Yellow
3.8635586335330547,12.184774551370921,Yellow
3.487965237000596,5.571622774424536,Yellow
7.816221747000135,9.583325387925871,Yellow
6.74823963410431,9.25669101852856,Yellow
5.475506454306171,6.205491257028337,Yellow
5.651609116387453,6.645676576975776,Yellow
7.4502394668355025,7.705885236995723,Yellow
3.849005606414977,7.357228316694013,Yellow
6.325862908551248,6.872550894392051,Yellow
3.8555592088671373,8.487374422983825,Yellow
5.9899331422174455,6.9861136492577405,Yellow
4.557923388763355,8.464099874715272,Yellow
2.6038313170053518,5.1850724512468895,Yellow
4.063111557495128,7.573105696576306,Yellow
6.121815131196009,10.950712433899104,Yellow
7.2153192464040385,7.680122940073145,Yellow
5.461967584194622,5.994941270724382,Yellow
5.46297372801522,7.422682722159723,Yellow
6.145437120676179,6.345538112895354,Yellow
6.538693028482345,11.065477826005155,Yellow
5.282479703086285,8.803423444197882,Yellow
6.880287983422225,7.197559056228328,Yellow
5.948184963620833,8.02518480156359,Yellow
5.695352197097663,6.453980432289067,Yellow
5.549020348517885,8.9959965824909,Yellow
8.402287215590084,9.918541652170413,Yellow
9.806364915023114,6.465304874223901,Yellow
7.244641273441356,8.366684011476703,Yellow
9.879605866435345,6.383403429289697,Yellow
3.8205563156384477,6.801214709111956,Yellow
1.2522085513803862,6.948489956638478,Yellow
3.981734676892604,8.300787572952416,Yellow
6.183511951554319,11.752341678431772,Yellow
7.4008476763721,6.846192688675194,Yellow
3.703170657303284,8.983838343013012,Yellow
2.8595335859587157,11.662917531708707,Yellow
7.858880241442574,7.06164869579059,Yellow
2.073730941818245,10.707744748330825,Yellow
5.270920309494764,10.475632623946924,Yellow
